ID,姓名,颜色,领域
9117,张衍,未知,唐朝
9118,仇殷,未知,唐朝
9119,李克让,未知,唐朝
9120,李克修,未知,唐朝
9121,李嗣弼,未知,唐朝
9122,李嗣肱,未知,唐朝
9123,李克恭,未知,唐朝
9124,李克宁,未知,唐朝
9125,李嗣昭,未知,唐朝
9126,李嗣本,未知,唐朝
9127,李嗣恩,未知,唐朝
9128,李存信,未知,唐朝
9129,李存孝,未知,唐朝
9130,李存进,未知,唐朝
9131,李存璋,未知,唐朝
9132,李存贤,未知,唐朝
9133,李从璟,未知,唐朝
9134,李从璨,未知,唐朝
9135,李从璋,未知,唐朝
9136,李从温,未知,唐朝
9137,李从敏,未知,唐朝
9138,李重吉,未知,唐朝
9139,裴约,未知,唐朝
9140,郭崇韬,未知,唐朝
9141,安重诲,未知,唐朝
9142,周德威,未知,唐朝
9143,符存审,未知,唐朝
9144,符彦超,未知,唐朝
9145,符彦饶,未知,唐朝
9146,史建瑭,未知,唐朝
9147,史匡翰,未知,唐朝
9148,王建及,未知,唐朝
9149,元行钦,未知,唐朝
9150,安金全,未知,唐朝
9151,袁建丰,未知,唐朝
9152,西方邺,未知,唐朝
9153,符习,未知,唐朝
9154,乌震,未知,唐朝
9155,孔谦,未知,唐朝
9156,张延朗,未知,唐朝
9157,李仁矩,未知,唐朝
9158,毛璋,未知,唐朝
9159,朱弘昭,未知,唐朝
9160,冯赟,未知,唐朝
9161,刘延朗,未知,唐朝
9162,康思立,未知,唐朝
9163,康义诚,未知,唐朝
9164,药彦稠,未知,唐朝
9165,豆卢革,未知,唐朝
9166,卢程,未知,唐朝
9167,任圜,未知,唐朝
9168,赵凤,未知,唐朝
9169,李袭吉,未知,唐朝
9170,萧希甫,未知,唐朝
9171,何瓒,未知,唐朝
9172,王昭诲,未知,唐朝
9173,康君立,未知,唐朝
9174,薛志勤,未知,唐朝
9175,李承嗣,未知,唐朝
9176,史俨,未知,唐朝
9177,盖寓,未知,唐朝
9178,伊广,未知,唐朝
9179,李承勋,未知,唐朝
9180,史敬镕,未知,唐朝
9181,郑珏,未知,唐朝
9182,崔协,未知,唐朝
9183,李琪,未知,唐朝
9184,肃顷,未知,唐朝
9185,丁会,未知,唐朝
9186,阎宝,未知,唐朝
9187,王瓒,未知,唐朝
9188,袁象先,未知,唐朝
9189,李绍文,未知,唐朝
9190,王缄,未知,唐朝
9191,李敬义,未知,唐朝
9192,卢汝弼,未知,唐朝
9193,李德休,未知,唐朝
9194,安元信,未知,唐朝
9195,安重霸,未知,唐朝
9196,刘训,未知,唐朝
9197,张敬询,未知,唐朝
9198,刘彦琮,未知,唐朝
9199,张遵诲,未知,唐朝
9200,孙璋,未知,唐朝
9201,孟方立,未知,唐朝
9202,董璋,未知,唐朝
9203,张全义,未知,唐朝
9204,朱友谦,未知,唐朝
9205,霍彦威,未知,唐朝
9206,王晏球,未知,唐朝
9207,戴思远,未知,唐朝
9208,朱汉宾,未知,唐朝
9209,孔勍,未知,唐朝
9210,周知裕,未知,唐朝
9211,李建及,未知,唐朝
9212,石君立,未知,唐朝
9213,高行圭,未知,唐朝
9214,张廷裕,未知,唐朝
9215,王思同,未知,唐朝
9216,索自通,未知,唐朝
9217,朱洪实,未知,唐朝
9218,宋令询,未知,唐朝
9219,韦说,未知,唐朝
9220,李愚,未知,唐朝
9221,薛廷圭,未知,唐朝
9222,崔沂,未知,唐朝
9223,刘岳,未知,唐朝
9224,封舜卿,未知,唐朝
9225,窦梦征,未知,唐朝
9226,李保殷,未知,唐朝
9227,归蔼,未知,唐朝
9228,孔邈,未知,唐朝
9229,张文宝,未知,唐朝
9230,陈乂,未知,唐朝
9231,王正言,未知,唐朝
9232,胡装,未知,唐朝
9233,崔贻孙,未知,唐朝
9234,孟鹄,未知,唐朝
9235,孙岳,未知,唐朝
9236,刘延皓,未知,唐朝
9237,夏鲁奇,未知,唐朝
9238,姚洪,未知,唐朝
9239,张敬达,未知,唐朝
9240,马郁,未知,唐朝
9241,司空颋,未知,唐朝
9242,曹廷隐,未知,唐朝
9243,药纵之,未知,唐朝
9244,贾馥,未知,唐朝
9245,马缟,未知,唐朝
9246,罗贯,未知,唐朝
9247,淳于晏,未知,唐朝
9248,张格,未知,唐朝
9249,许寂,未知,唐朝
9250,周玄豹,未知,唐朝
9251,张承业,未知,唐朝
9252,张居翰,未知,唐朝
9253,马绍宏,未知,唐朝
9254,孟汉琼,未知,唐朝
9255,聂屿,未知,唐朝
9256,温韬,未知,唐朝
9257,段凝,未知,唐朝
9258,李邺,未知,唐朝
9259,康延孝,未知,唐朝
9260,朱守殷,未知,唐朝
9261,杨立,未知,唐朝
9262,窦廷琬,未知,唐朝
9263,张虔钊,未知,唐朝
9264,杨彦温,未知,唐朝
9265,石敬赟,未知,唐朝
9266,石重睿,未知,唐朝
9267,石延煦,未知,唐朝
9268,石延宝,未知,唐朝
9269,桑维翰,未知,唐朝
9270,景延广,未知,唐朝
9271,吴峦,未知,唐朝
9272,李彦韬,未知,唐朝
9273,张希崇,未知,唐朝
9274,王庭胤,未知,唐朝
9275,梁汉颙,未知,唐朝
9276,杨思权,未知,唐朝
9277,尹晖,未知,唐朝
9278,赵莹,未知,唐朝
9279,刘煦,未知,唐朝
9280,冯玉,未知,唐朝
9281,殷鹏,未知,唐朝
9282,赵在礼,未知,唐朝
9283,马全节,未知,唐朝
9284,张筠,未知,唐朝
9285,华温琪,未知,唐朝
9286,安崇阮,未知,唐朝
9287,杨彦询,未知,唐朝
9288,李承约,未知,唐朝
9289,陆思铎,未知,唐朝
9290,张朗,未知,唐朝
9291,李德珫,未知,唐朝
9292,田武,未知,唐朝
9293,李承福,未知,唐朝
9294,相里金,未知,唐朝
9295,房知温,未知,唐朝
9296,王建立,未知,唐朝
9297,康福,未知,唐朝
9298,安彦威,未知,唐朝
9299,李周,未知,唐朝
9300,张从训,未知,唐朝
9301,李继忠,未知,唐朝
9302,李顷,未知,唐朝
9303,周光辅,未知,唐朝
9304,罗周敬,未知,唐朝
9305,郑琮,未知,唐朝
9306,姚顗,未知,唐朝
9307,吕琦,未知,唐朝
9308,梁文矩,未知,唐朝
9309,史圭,未知,唐朝
9310,裴皞,未知,唐朝
9311,吴承范,未知,唐朝
9312,卢导,未知,唐朝
9313,郑韬光,未知,唐朝
9314,王权,未知,唐朝
9315,韩恽,未知,唐朝
9316,李怿,未知,唐朝
9317,卢质,未知,唐朝
9318,李专美,未知,唐朝
9319,卢詹,未知,唐朝
9320,崔棁,未知,唐朝
9321,薛融,未知,唐朝
9322,曹国珍,未知,唐朝
9323,张仁愿,未知,唐朝
9324,赵熙,未知,唐朝
9325,李遐,未知,唐朝
9326,尹玉羽,未知,唐朝
9327,郑云叟,未知,唐朝
9328,苌从简,未知,唐朝
9329,潘环,未知,唐朝
9330,方太,未知,唐朝
9331,何建,未知,唐朝
9332,张廷蕴,未知,唐朝
9333,郭延鲁,未知,唐朝
9334,郭金海,未知,唐朝
9335,刘处让,未知,唐朝
9336,李琼,未知,唐朝
9337,高汉筠,未知,唐朝
9338,孙彦韬,未知,唐朝
9339,王傅拯,未知,唐朝
9340,秘琼,未知,唐朝
9341,李彦珣,未知,唐朝
9342,皇甫遇,未知,唐朝
9343,梁汉璋,未知,唐朝
9344,白奉进,未知,唐朝
9345,卢顺密,未知,唐朝
9346,周环,未知,唐朝
9347,沈赟,未知,唐朝
9348,翟璋,未知,唐朝
9349,程福赟,未知,唐朝
9350,郭璘,未知,唐朝
9351,孔崇弼,未知,唐朝
9352,陈保极,未知,唐朝
9353,张继祚,未知,唐朝
9354,郑阮,未知,唐朝
9355,胡饶,未知,唐朝
9356,刘遂清,未知,唐朝
9357,房暠,未知,唐朝
9358,孟承诲,未知,唐朝
9359,刘继勋,未知,唐朝
9360,郑受益,未知,唐朝
9361,程逊,未知,唐朝
9362,郑玄素,未知,唐朝
9363,马重绩,未知,唐朝
9364,陈玄,未知,唐朝
9365,范延光,未知,唐朝
9366,张从宾,未知,唐朝
9367,张延播,未知,唐朝
9368,杨光远,未知,唐朝
9369,庐文进,未知,唐朝
9370,李金全,未知,唐朝
9371,安重荣,未知,唐朝
9372,安从进,未知,唐朝
9373,赵德钧,未知,唐朝
9374,张砺,未知,唐朝
9375,萧翰,未知,唐朝
9376,刘晞,未知,唐朝
9377,崔廷勋,未知,唐朝
9378,刘崇,未知,唐朝
9379,苏逢吉,未知,唐朝
9380,史弘肇,未知,唐朝
9381,杨邠,未知,唐朝
9382,刘铢,未知,唐朝
9383,聂文进,未知,唐朝
9384,后赞,未知,唐朝
9385,郭允明,未知,唐朝
9386,王周,未知,唐朝
9387,刘审交,未知,唐朝
9388,武汉球,未知,唐朝
9389,张瓘,未知,唐朝
9390,李殷,未知,唐朝
9391,刘在明,未知,唐朝
9392,马万,未知,唐朝
9393,李彦从,未知,唐朝
9394,郭谨,未知,唐朝
9395,皇甫立,未知,唐朝
9396,白再荣,未知,唐朝
9397,张鹏,未知,唐朝
9398,李洪建,未知,唐朝
9399,阎晋卿,未知,唐朝
9400,李崧,未知,唐朝
9401,李鏻,未知,唐朝
9402,龙敏,未知,唐朝
9403,刘鼎,未知,唐朝
9404,任延皓,未知,唐朝
9405,杜重威,未知,唐朝
9406,郭守愿,未知,唐朝
9407,郭奉超,未知,唐朝
9408,郭逊,未知,唐朝
9409,柴守礼,未知,唐朝
9410,郑仁诲,未知,唐朝
9411,扈载,未知,唐朝
9412,高行周,未知,唐朝
9413,安审琦,未知,唐朝
9414,安审晖,未知,唐朝
9415,安审信,未知,唐朝
9416,张彦成,未知,唐朝
9417,安叔千,未知,唐朝
9418,宋彦筠,未知,唐朝
9419,王殷,未知,唐朝
9420,何福进,未知,唐朝
9421,刘词,未知,唐朝
9422,王进,未知,唐朝
9423,史彦超,未知,唐朝
9424,史懿,未知,唐朝
9425,王令温,未知,唐朝
9426,李怀忠,未知,唐朝
9427,白文珂,未知,唐朝
9428,白延遇,未知,唐朝
9429,唐景思,未知,唐朝
9430,赵晖,未知,唐朝
9431,王守恩,未知,唐朝
9432,孔知浚,未知,唐朝
9433,王继弘,未知,唐朝
9434,冯晖,未知,唐朝
9435,高允权,未知,唐朝
9436,折从阮,未知,唐朝
9437,王饶,未知,唐朝
9438,孙方谏,未知,唐朝
9439,卢文纪,未知,唐朝
9440,马裔孙,未知,唐朝
9441,苏禹圭,未知,唐朝
9442,景范,未知,唐朝
9443,薛仁谦,未知,唐朝
9444,萧愿,未知,唐朝
9445,卢损,未知,唐朝
9446,裴羽,未知,唐朝
9447,段希尧,未知,唐朝
9448,司徒诩,未知,唐朝
9449,边蔚,未知,唐朝
9450,王敏,未知,唐朝
9451,常思,未知,唐朝
9452,翟光邺,未知,唐朝
9453,曹英,未知,唐朝
9454,李彦頵,未知,唐朝
9455,李建崇,未知,唐朝
9456,王重裔,未知,唐朝
9457,孙汉英,未知,唐朝
9458,许迁,未知,唐朝
9459,齐藏珍,未知,唐朝
9460,王环,未知,唐朝
9461,张彦超,未知,唐朝
9462,张颖,未知,唐朝
9463,刘仁赡,未知,唐朝
9464,阎弘鲁,未知,唐朝
9465,崔周度,未知,唐朝
9466,刘皞,未知,唐朝
9467,张沆,未知,唐朝
9468,张可复,未知,唐朝
9469,于德辰,未知,唐朝
9470,申文炳,未知,唐朝
9471,刘衮,未知,唐朝
9472,贾纬,未知,唐朝
9473,赵延义,未知,唐朝
9474,沈遘,未知,唐朝
9475,李知损,未知,唐朝
9476,孙晟,未知,唐朝
9477,张源德,未知,唐朝
9478,翟进宗,未知,唐朝
9479,张万迪,未知,唐朝
9480,沈斌,未知,唐朝
9481,郑遨,未知,唐朝
9482,张荐明,未知,唐朝
9483,石昂,未知,唐朝
9484,李自伦,未知,唐朝
9485,周匝,未知,唐朝
9486,敬新磨,未知,唐朝
9487,景进,未知,唐朝
9488,史彦琼,未知,唐朝
9489,李从曮,未知,唐朝
9490,李从昶,未知,唐朝
9491,李茂勋,未知,唐朝
9492,李仁福,未知,唐朝
9493,李仁达,未知,唐朝
9494,李彝超,未知,唐朝
9495,李彝兴,未知,唐朝
9496,韩逊,未知,唐朝
9497,高万兴,未知,唐朝
9498,高允韬,未知,唐朝
9499,韩洙,未知,唐朝
9500,卢光稠,未知,唐朝
9501,谭全播,未知,唐朝
9502,朱宣,未知,唐朝
9503,李彦威,未知,唐朝
9504,裴迪,未知,唐朝
9505,韦震,未知,唐朝
9506,孔循,未知,唐朝
9507,张篯,未知,唐朝
9508,刘景岩,未知,唐朝
9509,卢文进,未知,唐朝
9510,王弘贽,未知,唐朝
9511,皇甫晖,未知,唐朝
9512,娄继英,未知,唐朝
9513,马胤孙,未知,唐朝
9514,崔居俭,未知,唐朝
9515,何泽,未知,唐朝
9516,王松,未知,唐朝
9517,李昪,未知,唐朝
9518,王宗弼,未知,唐朝
9519,王宗寿,未知,唐朝
9520,钱佐,未知,唐朝
9521,钱倧,未知,唐朝
9522,王鏻,未知,唐朝
9523,王曦,未知,唐朝
9524,刘承钧,未知,唐朝
9525,李祝,未知,唐朝
9526,朱友贞,未知,唐朝
9527,刘承祐,未知,唐朝
9528,朱全昱,未知,唐朝
9529,朱存,未知,唐朝
9530,朱友裕,未知,唐朝
9531,朱友文,未知,唐朝
9532,朱友孜,未知,唐朝
9533,朱友圭,未知,唐朝
9534,朱友璋,未知,唐朝
9535,朱友雍,未知,唐朝
9536,朱友徽,未知,唐朝
9537,李存乂,未知,唐朝
9538,李存霸,未知,唐朝
9539,李存渥,未知,唐朝
9540,李存纪,未知,唐朝
9541,李存确,未知,唐朝
9542,李存美,未知,唐朝
9543,李存礼,未知,唐朝
9544,李从荣,未知,唐朝
9545,李从益,未知,唐朝
9546,李继岌,未知,唐朝
9547,李重美,未知,唐朝
9548,石敬威,未知,唐朝
9549,石敬晖,未知,唐朝
9550,石重英,未知,唐朝
9551,石重进,未知,唐朝
9552,石重胤,未知,唐朝
9553,石重信,未知,唐朝
9554,石重乂,未知,唐朝
9555,石重杲,未知,唐朝
9556,刘信,未知,唐朝
9557,刘承训,未知,唐朝
9558,刘承勋,未知,唐朝
9559,郭侗,未知,唐朝
9560,郭信,未知,唐朝
9561,柴宗谊,未知,唐朝
9562,柴宗让,未知,唐朝
9563,柴熙谨,未知,唐朝
9564,柴熙诲,未知,唐朝
9565,慕容彦超,未知,唐朝
9566,耶律德光,绿文,唐朝
9567,李适之,未知,唐朝
9568,焦遂,未知,唐朝
9569,李琎,未知,唐朝
9570,祖君彦,未知,唐朝
9571,高开道,未知,唐朝
9572,朱粲,未知,唐朝
9573,张善安,未知,唐朝
9574,刘季真,未知,唐朝
9575,赵文恪,未知,唐朝
9576,李思行,未知,唐朝
9577,李高迁,未知,唐朝
9578,姜宝谊,未知,唐朝
9579,许世绪,未知,唐朝
9580,刘师立,未知,唐朝
9581,刘义节,未知,唐朝
9582,钱九陇,未知,唐朝
9583,樊兴,未知,唐朝
9584,庞卿恽,未知,唐朝
9585,张长逊,未知,唐朝
9586,张平高,未知,唐朝
9587,李安远,未知,唐朝
9588,马三宝,未知,唐朝
9589,李孟尝,未知,唐朝
9590,元仲文,未知,唐朝
9591,秦行师,未知,唐朝
9592,张大素,未知,唐朝
9593,张大安,未知,唐朝
9594,唐次,未知,唐朝
9595,唐扶,未知,唐朝
9596,唐持,未知,唐朝
9597,唐彦谦,未知,唐朝
9598,刘崇龟,未知,唐朝
9599,刘崇望,未知,唐朝
9600,刘崇鲁,未知,唐朝
9601,许绍,未知,唐朝
9602,许智仁,未知,唐朝
9603,许圉师,未知,唐朝
9604,许钦寂,未知,唐朝
9605,许钦明,未知,唐朝
9606,程知节,未知,唐朝
9607,丘和,未知,唐朝
9608,丘行恭,未知,唐朝
9609,丘神绩,未知,唐朝
9610,温大雅,未知,唐朝
9611,温佶,未知,唐朝
9612,温造,未知,唐朝
9613,温璋,未知,唐朝
9614,温彦博,未知,唐朝
9615,温廷筠,未知,唐朝
9616,温廷皓,未知,唐朝
9617,温大有,未知,唐朝
9618,李袭志,未知,唐朝
9619,李袭誉,未知,唐朝
9620,姜抃,未知,唐朝
9621,姜行本,未知,唐朝
9622,姜皎,未知,唐朝
9623,姜庆初,未知,唐朝
9624,姜晦,未知,唐朝
9625,崔善为,未知,唐朝
9626,李嗣真,未知,唐朝
9627,阚棱,未知,唐朝
9628,王雄诞,未知,唐朝
9629,张士贵,未知,唐朝
9630,李子和,未知,唐朝
9631,苑君璋,未知,唐朝
9632,王君廓,未知,唐朝
9633,杨贵妃,未知,唐朝
9634,韦德妃,未知,唐朝
9635,李茂,未知,唐朝
9636,李巨,未知,唐朝
9637,李则之,未知,唐朝
9638,李璄,未知,唐朝
9639,李之芳,未知,唐朝
9640,李象古,未知,唐朝
9641,李道古,未知,唐朝
9642,朱玫,未知,唐朝
9643,李客师,未知,唐朝
9644,李令问,未知,唐朝
9645,李彦芳,未知,唐朝
9646,李敬业,未知,唐朝
9647,薛万均,未知,唐朝
9648,薛万彻,未知,唐朝
9649,薛万淑,未知,唐朝
9650,薛万备,未知,唐朝
9651,盛彦师,未知,唐朝
9652,卢祖尚,未知,唐朝
9653,刘世让,未知,唐朝
9654,李君羡,未知,唐朝
9655,高俭,未知,唐朝
9656,高履行,未知,唐朝
9657,高真行,未知,唐朝
9658,高重,未知,唐朝
9659,窦威,未知,唐朝
9660,窦轨,未知,唐朝
9661,窦琮,未知,唐朝
9662,窦静,未知,唐朝
9663,窦诞,未知,唐朝
9664,窦琎,未知,唐朝
9665,窦德玄,未知,唐朝
9666,房遗爱,未知,唐朝
9667,杜淹,未知,唐朝
9668,杜楚客,未知,唐朝
9669,杜元颖,未知,唐朝
9670,杜审权,未知,唐朝
9671,杜让能,未知,唐朝
9672,杜彦林,未知,唐朝
9673,杜弘徽,未知,唐朝
9674,魏谟,未知,唐朝
9675,王圭,未知,唐朝
9676,王旭,未知,唐朝
9677,薛收,未知,唐朝
9678,薛元超,未知,唐朝
9679,薛元敬,未知,唐朝
9680,薛伯阳,未知,唐朝
9681,马周,未知,唐朝
9682,马载,未知,唐朝
9683,韦挺,未知,唐朝
9684,韦待价,未知,唐朝
9685,韦武,未知,唐朝
9686,韦万石,未知,唐朝
9687,李安仁,未知,唐朝
9688,李安静,未知,唐朝
9689,李大亮,未知,唐朝
9690,李道裕,未知,唐朝
9691,李迥秀,未知,唐朝
9692,戴胄,未知,唐朝
9693,戴至德,未知,唐朝
9694,乐彦玮,未知,唐朝
9695,崔仁师,未知,唐朝
9696,崔湜,未知,唐朝
9697,崔论,未知,唐朝
9698,崔涤,未知,唐朝
9699,崔澄,未知,唐朝
9700,杨思训,未知,唐朝
9701,杨睿交,未知,唐朝
9702,杨执柔,未知,唐朝
9703,杨师道,未知,唐朝
9704,封伦,未知,唐朝
9705,郑善果,未知,唐朝
9706,郑元璹,未知,唐朝
9707,权万纪,未知,唐朝
9708,权怀恩,未知,唐朝
9709,阎知微,未知,唐朝
9710,阎用之,未知,唐朝
9711,蒋俨,未知,唐朝
9712,韦弘机,未知,唐朝
9713,韦岳子,未知,唐朝
9714,姜师度,未知,唐朝
9715,强循,未知,唐朝
9716,张知謇,未知,唐朝
9717,萧嗣业,未知,唐朝
9718,萧嵩,未知,唐朝
9719,萧复,未知,唐朝
9720,萧华,未知,唐朝
9721,萧俯,未知,唐朝
9722,萧杰,未知,唐朝
9723,萧俶,未知,唐朝
9724,萧仿,未知,唐朝
9725,萧廪,未知,唐朝
9726,萧遘,未知,唐朝
9727,萧蘧,未知,唐朝
9728,萧定,未知,唐朝
9729,岑文本,未知,唐朝
9730,岑长倩,未知,唐朝
9731,岑羲,未知,唐朝
9732,姚珽,未知,唐朝
9733,颜相时,未知,唐朝
9734,邓世隆,未知,唐朝
9735,顾胤,未知,唐朝
9736,李仁实,未知,唐朝
9737,马嘉运,未知,唐朝
9738,令狐峘,未知,唐朝
9739,苏世长,未知,唐朝
9740,苏良嗣,未知,唐朝
9741,苏弁,未知,唐朝
9742,韦云起,未知,唐朝
9743,韦方质,未知,唐朝
9744,孙伏伽,未知,唐朝
9745,张玄素,未知,唐朝
9746,于志宁,未知,唐朝
9747,于休烈,未知,唐朝
9748,于敖,未知,唐朝
9749,于琮,未知,唐朝
9750,庞严,未知,唐朝
9751,高季辅,未知,唐朝
9752,张行成,未知,唐朝
9753,张昌宗,未知,唐朝
9754,祖孝孙,未知,唐朝
9755,长孙敞,未知,唐朝
9756,长孙操,未知,唐朝
9757,长孙诠,未知,唐朝
9758,褚璆,未知,唐朝
9759,韩瑗,未知,唐朝
9760,来济,未知,唐朝
9761,来恒,未知,唐朝
9762,李义琰,未知,唐朝
9763,李巢,未知,唐朝
9764,李义琛,未知,唐朝
9765,杜正伦,未知,唐朝
9766,杜求仁,未知,唐朝
9767,杜咸,未知,唐朝
9768,崔知温,未知,唐朝
9769,崔知悌,未知,唐朝
9770,高智周,未知,唐朝
9771,郭正一,未知,唐朝
9772,赵弘智,未知,唐朝
9773,来章,未知,唐朝
9774,崔敦礼,未知,唐朝
9775,杨弘礼,未知,唐朝
9776,杨弘武,未知,唐朝
9777,杨元亨,未知,唐朝
9778,杨元禧,未知,唐朝
9779,卢承庆,未知,唐朝
9780,卢齐卿,未知,唐朝
9781,刘祥道,未知,唐朝
9782,刘齐贤,未知,唐朝
9783,刘从一,未知,唐朝
9784,李元素,未知,唐朝
9785,刘德威,未知,唐朝
9786,刘审礼,未知,唐朝
9787,刘延景,未知,唐朝
9788,刘易从,未知,唐朝
9789,刘升,未知,唐朝
9790,刘延嗣,未知,唐朝
9791,孙处约,未知,唐朝
9792,孙佺,未知,唐朝
9793,赵仁本,未知,唐朝
9794,邢文伟,未知,唐朝
9795,高子贡,未知,唐朝
9796,傅仁均,未知,唐朝
9797,傅弈,未知,唐朝
9798,吕才,未知,唐朝
9799,吕方毅,未知,唐朝
9800,王无竞,未知,唐朝
9801,赵元,未知,唐朝
9802,裴光庭,未知,唐朝
9803,裴稹,未知,唐朝
9804,裴倩,未知,唐朝
9805,裴均,未知,唐朝
9806,崔义玄,未知,唐朝
9807,崔神基,未知,唐朝
9808,崔神庆,未知,唐朝
9809,崔琳,未知,唐朝
9810,杨再思,未知,唐朝
9811,杨季昭,未知,唐朝
9812,窦怀贞,未知,唐朝
9813,窦兢,未知,唐朝
9814,宗楚客,未知,唐朝
9815,宗晋卿,未知,唐朝
9816,纪处讷,未知,唐朝
9817,祝钦明,未知,唐朝
9818,郭山恽,未知,唐朝
9819,王玙,未知,唐朝
9820,郭孝恪,未知,唐朝
9821,张延师,未知,唐朝
9822,王方翼,未知,唐朝
9823,薛讷,未知,唐朝
9824,薛嵩,未知,唐朝
9825,薛平,未知,唐朝
9826,薛从,未知,唐朝
9827,薛雄,未知,唐朝
9828,程务挺,未知,唐朝
9829,赵道兴,未知,唐朝
9830,王孝杰,未知,唐朝
9831,唐休璟,未知,唐朝
9832,张敬忠,未知,唐朝
9833,王晙,未知,唐朝
9834,王义方,未知,唐朝
9835,员半千,未知,唐朝
9836,石抱忠,未知,唐朝
9837,韩思彦,未知,唐朝
9838,韩琬,未知,唐朝
9839,苏安恒,未知,唐朝
9840,薛登,未知,唐朝
9841,王求礼,未知,唐朝
9842,柳亨,未知,唐朝
9843,柳范,未知,唐朝
9844,柳奭,未知,唐朝
9845,柳涣,未知,唐朝
9846,柳泽,未知,唐朝
9847,冯元常,未知,唐朝
9848,冯元淑,未知,唐朝
9849,蒋钦绪,未知,唐朝
9850,蒋沇,未知,唐朝
9851,蒋清,未知,唐朝
9852,唐绍,未知,唐朝
9853,唐皎,未知,唐朝
9854,张文瓘,未知,唐朝
9855,张文琮,未知,唐朝
9856,张锡,未知,唐朝
9857,张文收,未知,唐朝
9858,徐有功,未知,唐朝
9859,徐彦若,未知,唐朝
9860,崔融,未知,唐朝
9861,崔从,未知,唐朝
9862,崔能,未知,唐朝
9863,崔彦曾,未知,唐朝
9864,崔慎由,未知,唐朝
9865,崔安潜,未知,唐朝
9866,张光辅,未知,唐朝
9867,史务滋,未知,唐朝
9868,崔元综,未知,唐朝
9869,周允元,未知,唐朝
9870,狄光嗣,未知,唐朝
9871,狄兼谟,未知,唐朝
9872,王方庆,未知,唐朝
9873,郝处俊,未知,唐朝
9874,郝象贤,未知,唐朝
9875,朱敬则,未知,唐朝
